mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
45	44	739/4	739/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		0	84	C6	6	630
45	44	185	185	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		-2	82	Bb5	5	631
45	44	741/4	741/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		3	81	A5	5	632
45	44	371/2	371/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	633
45	44	743/4	743/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		-1	77	F5	5	634
45	44	186	186	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	635
46	44	745/4	745/4	0.25		0	0	4/4	1	1	1/16		1/16	1		2	74	D5	5	636
46	44	373/2	373/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	637
46	44	747/4	747/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	638
46	44	187	187	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	639
46	44	749/4	749/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		8	68	G#4	4	640
46	44	375/2	375/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	641
46	44	751/4	751/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	642
46	44	188	188	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	643
46	44	753/4	753/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	644
46	44	377/2	377/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	645
46	44	755/4	755/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	646
46	44	189	189	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	647
46	44	757/4	757/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		4	64	E4	4	648
46	44	379/2	379/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	649
46	44	759/4	759/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		7	61	C#4	4	650
46	44	190	190	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	651
47	44	761/4	761/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	57	A3	3	652
47	44	381/2	381/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		8	56	G#3	3	653
47	44	763/4	763/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	654
47	44	191	191	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	655
47	44	765/4	765/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		0	60	C4	4	656
47	44	383/2	383/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	657
47	44	767/4	767/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	658
47	44	192	192	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	659
47	44	769/4	769/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-1	53	F3	3	660
47	44	385/2	385/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		4	52	E3	3	661
47	44	771/4	771/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		2	50	D3	3	662
47	44	193	193	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		7	49	C#3	3	663
47	44	773/4	773/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		5	47	B2	2	664
47	44	387/2	387/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		3	45	A2	2	665
47	44	775/4	775/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		8	44	G#2	2	666
47	44	194	194	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2	667
48	44	777/4	777/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	45	A2	2	668
48	44	389/2	389/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		0	48	C3	3	669
48	44	779/4	779/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2	670
48	44	195	195	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	45	A2	2	671
48	44	781/4	781/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		1	43	G2	2	672
48	44	391/2	391/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-1	41	F2	2	673
48	44	783/4	783/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		4	40	E2	2	674
48	44	196	196	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	38	D2	2	675
48	44	785/4	785/4	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		3	33	A1	1	676
48	44	789/4	789/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1	1	3	45	A2	2	677
49	44	797/4	797/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1	-1	3	45	A2	2	678
49	44	399/2	399/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		5	47	B2	2	679
49	44	799/4	799/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	45	A2	2	680
49	44	200	200	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		8	44	G#2	2	681
49	44	801/4	801/4	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		3	45	A2	2	682
49	44	803/4	803/4	0.125		5/8	5/8	4/4	1	1	1/32		1/32	1		-2	46	Bb2	2	683
49	44	1607/8	1607/8	0.125		21/32	21/32	4/4	1	1	1/32		1/32	1		5	47	B2	2	684
49	44	201	201	0.125		11/16	11/16	4/4	1	1	1/32		1/32	1		0	48	C3	3	685
49	44	1609/8	1609/8	0.125		23/32	23/32	4/4	1	1	1/32		1/32	1		7	49	C#3	3	686
49	44	805/4	805/4	0.125		3/4	3/4	4/4	1	1	1/32		1/32	1		2	50	D3	3	687
49	44	1611/8	1611/8	0.125		25/32	25/32	4/4	1	1	1/32		1/32	1		9	51	D#3	3	688
49	44	403/2	403/2	0.125		13/16	13/16	4/4	1	1	1/32		1/32	1		4	52	E3	3	689
49	44	1613/8	1613/8	0.125		27/32	27/32	4/4	1	1	1/32		1/32	1		-1	53	F3	3	690
49	44	807/4	807/4	0.125		7/8	7/8	4/4	1	1	1/32		1/32	1		6	54	F#3	3	691
49	44	1615/8	1615/8	0.125		29/32	29/32	4/4	1	1	1/32		1/32	1		1	55	G3	3	692
49	44	202	202	0.125		15/16	15/16	4/4	1	1	1/32		1/32	1		8	56	G#3	3	693
49	44	1617/8	1617/8	0.125		31/32	31/32	4/4	1	1	1/32		1/32	1		3	57	A3	3	694
49	44	809/4	809/4	0.125		1	1	4/4	1	1	1/32		1/32	1		-2	58	Bb3	3	695
49	44	1619/8	1619/8	0.125		33/32	33/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	696
49	44	405/2	405/2	0.125		17/16	17/16	4/4	1	1	1/32		1/32	1		0	60	C4	4	697
49	44	1621/8	1621/8	0.125		35/32	35/32	4/4	1	1	1/32		1/32	1		7	61	C#4	4	698
49	44	811/4	811/4	0.125		9/8	9/8	4/4	1	1	1/32		1/32	1		2	62	D4	4	699
49	44	1623/8	1623/8	0.125		37/32	37/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	700
49	44	203	203	0.125		19/16	19/16	4/4	1	1	1/32		1/32	1		4	64	E4	4	701
49	44	1625/8	1625/8	0.125		39/32	39/32	4/4	1	1	1/32		1/32	1		-1	65	F4	4	702
49	44	813/4	813/4	0.125		5/4	5/4	4/4	1	1	1/32		1/32	1		6	66	F#4	4	703
49	44	1627/8	1627/8	0.125		41/32	41/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	704
49	44	407/2	407/2	0.125		21/16	21/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	705
49	44	1629/8	1629/8	0.125		43/32	43/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	706
49	44	815/4	815/4	0.125		11/8	11/8	4/4	1	1	1/32		1/32	1		-2	70	Bb4	4	707
49	44	1631/8	1631/8	0.125		45/32	45/32	4/4	1	1	1/32		1/32	1		5	71	B4	4	708
49	44	204	204	0.125		23/16	23/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	709
49	44	1633/8	1633/8	0.125		47/32	47/32	4/4	1	1	1/32		1/32	1		7	73	C#5	5	710
49	44	817/4	817/4	0.125		3/2	3/2	4/4	1	1	1/32		1/32	1		2	74	D5	5	711
49	44	1635/8	1635/8	0.125		49/32	49/32	4/4	1	1	1/32		1/32	1		9	75	D#5	5	712
49	44	409/2	409/2	0.125		25/16	25/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	713
50	45	1637/8	1637/8	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	727
50	45	1637/8	1637/8	1.75		0	0	4/4	1	1	7/16		1/4	7/4		-1	77	F5	5	714
50	45	1641/8	1641/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	721
50	45	1641/8	1641/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	721
50	45	1645/8	1645/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	722
50	45	1645/8	1645/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	722
50	45	1649/8	1649/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	723
50	45	1649/8	1649/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	723
50	45	1651/8	1651/8	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	715
50	45	413/2	413/2	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		-1	77	F5	5	716
50	45	1653/8	1653/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	728
50	45	1653/8	1653/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	717
50	45	1657/8	1657/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	724
50	45	1657/8	1657/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	724
50	45	1657/8	1657/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	718
50	45	1661/8	1661/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	725
50	45	1661/8	1661/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	725
50	45	1661/8	1661/8	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	719
50	45	1665/8	1665/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	726
50	45	1665/8	1665/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	726
50	45	1665/8	1665/8	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	720
51	46	1669/8	1669/8	2.0		0	0	4/4	2	2	1/2		1/2	1		4	64	E4	4	739
51	46	1669/8	1669/8	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	729
51	46	1673/8	1673/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	733
51	46	1673/8	1673/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	733
51	46	1677/8	1677/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	734
51	46	1677/8	1677/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	734
51	46	1681/8	1681/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	735
51	46	1681/8	1681/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	735
51	46	1683/8	1683/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	730
51	46	1685/8	1685/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		4	64	E4	4	740
51	46	1685/8	1685/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		9	75	D#5	5	731
51	46	1689/8	1689/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	736
51	46	1689/8	1689/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	736
51	46	1689/8	1689/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	732
51	46	1693/8	1693/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	737
51	46	1693/8	1693/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	737
51	46	1697/8	1697/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	738
51	46	1697/8	1697/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	738
52	47	1701/8	1701/8	2.0		0	0	4/4	2	2	1/2		1/2	1		7	61	C#4	4	754
52	47	1701/8	1701/8	1.75		0	0	4/4	1	1	7/16		1/4	7/4		1	79	G5	5	741
52	47	1705/8	1705/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	748
52	47	1705/8	1705/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	748
52	47	1709/8	1709/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	749
52	47	1709/8	1709/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	749
52	47	1713/8	1713/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	750
52	47	1713/8	1713/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	750
52	47	1715/8	1715/8	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	742
52	47	429/2	429/2	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		1	79	G5	5	743
52	47	1717/8	1717/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		7	61	C#4	4	755
52	47	1717/8	1717/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		3	81	A5	5	744
52	47	1721/8	1721/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	751
52	47	1721/8	1721/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	751
52	47	1721/8	1721/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	745
52	47	1725/8	1725/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	752
52	47	1725/8	1725/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	752
52	47	1725/8	1725/8	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	746
52	47	1729/8	1729/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	753
52	47	1729/8	1729/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	753
52	47	1729/8	1729/8	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	747
53	48	1733/8	1733/8	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	766
53	48	1733/8	1733/8	1.0		0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	756
53	48	1737/8	1737/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	760
53	48	1737/8	1737/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	760
53	48	1741/8	1741/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	761
53	48	1741/8	1741/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	761
53	48	1745/8	1745/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	762
53	48	1745/8	1745/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	762
53	48	1747/8	1747/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	757
53	48	1749/8	1749/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	767
53	48	1749/8	1749/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	758
53	48	1753/8	1753/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	763
53	48	1753/8	1753/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	763
53	48	1753/8	1753/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	759
53	48	1757/8	1757/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	764
53	48	1757/8	1757/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	764
53	48	1761/8	1761/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	765
53	48	1761/8	1761/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	765
54	49	1765/8	1765/8	2.0		0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	768
54	49	1765/8	1765/8	2.0		0	0	4/4	1	1	1/2		1/2	1		3	81	A5	5	768
54	49	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	770
54	49	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	770
54	49	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	62	D4	4	770
54	49	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	771
54	49	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	G3	3	771
54	49	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		7	61	C#4	4	771
54	49	1781/8	1781/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	769
54	49	1781/8	1781/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	769
55	50	1797/8	1797/8	0.75		0	0	4/4	1	1	3/16		1/8	3/2		3	81	A5	5	772
55	50	1803/8	1803/8	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	773
55	50	1805/8	1805/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	F4	4	779
55	50	1805/8	1805/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	74	D5	5	779
55	50	1805/8	1805/8	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	774
55	50	5423/24	5423/24	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	84	C6	6	775
55	50	5431/24	5431/24	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	83	B5	5	776
55	50	1813/8	1813/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	G4	4	780
55	50	1813/8	1813/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	780
55	50	1813/8	1813/8	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-2	82	Bb5	5	777
55	50	1827/8	1827/8	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		-1	65	F4	4	781
55	50	1827/8	1827/8	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		2	74	D5	5	781
55	50	1827/8	1827/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	778
56	51	1829/8	1829/8	1.0		0	0	4/4	2	1	1/4		1/4	1		4	64	E4	4	788
56	51	1829/8	1829/8	1.0		0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	788
56	51	1829/8	1829/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	782
56	51	1833/8	1833/8	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		8	80	G#5	5	783
56	51	1843/8	1843/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	784
56	51	1845/8	1845/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		3	69	A4	4	789
56	51	1845/8	1845/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	789
56	51	1845/8	1845/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	88	E6	6	785
56	51	1849/8	1849/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	786
56	51	1859/8	1859/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	787
57	52	1861/8	1861/8	1.0		0	0	4/4	2	1	1/4		1/4	1		-2	70	Bb4	4	800
57	52	1861/8	1861/8	1.0		0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	800
57	52	1861/8	1861/8	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5	790
57	52	1865/8	1865/8	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	791
57	52	1875/8	1875/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	792
57	52	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55	G3	3	801
57	52	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	-2	58	Bb3	3	801
57	52	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	-3	63	Eb4	4	801
57	52	1877/8	1877/8	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1	1	-3	75	Eb5	5	793
57	52	1885/8	1885/8	0.75		3/4	3/4	4/4	1	1	3/16		1/8	3/2	-1	-3	75	Eb5	5	794
57	52	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-1	77	F5	5	795
57	52	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-3	75	Eb5	5	796
57	52	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		2	74	D5	5	797
57	52	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-3	75	Eb5	5	798
57	52	1891/8	1891/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	799
58	53	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	813
58	53	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	-2	58	Bb3	3	813
58	53	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	-3	63	Eb4	4	813
58	53	1893/8	1893/8	0.75		0	0	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	802
58	53	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		3	81	A5	5	803
58	53	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		1	79	G5	5	804
58	53	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		6	78	F#5	5	805
58	53	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		1	79	G5	5	806
58	53	1899/8	1899/8	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	807
58	53	1901/8	1901/8	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	808
58	53	1909/8	1909/8	0.125		1/2	1/2	4/4	2	1	1/32		1/32	1		8	44	G#2	2	814
58	53	955/4	955/4	0.125		17/32	17/32	4/4	2	1	1/32		1/32	1		5	47	B2	2	815
58	53	1911/8	1911/8	0.125		9/16	9/16	4/4	2	1	1/32		1/32	1		2	50	D3	3	816
58	53	239	239	0.125		19/32	19/32	4/4	2	1	1/32		1/32	1		-1	53	F3	3	817
58	53	1913/8	1913/8	0.125		5/8	5/8	4/4	1	1	1/32		1/32	1		8	56	G#3	3	809
58	53	957/4	957/4	0.125		21/32	21/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	810
58	53	1915/8	1915/8	0.125		11/16	11/16	4/4	1	1	1/32		1/32	1		2	62	D4	4	811
58	53	479/2	479/2	0.125		23/32	23/32	4/4	1	1	1/32		1/32	1		-1	65	F4	4	812
58	53	1917/8	1917/8	0.125		3/4	3/4	4/4	2	1	1/32		1/32	1		8	68	G#4	4	818
58	53	959/4	959/4	0.125		25/32	25/32	4/4	2	1	1/32		1/32	1		5	71	B4	4	819
58	53	1919/8	1919/8	0.125		13/16	13/16	4/4	2	1	1/32		1/32	1		2	74	D5	5	820
58	53	240	240	0.125		27/32	27/32	4/4	2	1	1/32		1/32	1		-1	77	F5	5	821
58	53	1921/8	1921/8	0.125		7/8	7/8	4/4	2	1	1/32		1/32	1		8	80	G#5	5	822
58	53	961/4	961/4	0.125		29/32	29/32	4/4	2	1	1/32		1/32	1		5	83	B5	5	823
58	53	1923/8	1923/8	0.125		15/16	15/16	4/4	2	1	1/32		1/32	1		2	86	D6	6	824
58	53	481/2	481/2	0.125		31/32	31/32	4/4	2	1	1/32		1/32	1		-1	89	F6	6	825
59	54	1927/8	1927/8	0.5		0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	828
59	54	1927/8	1927/8	0.5		0	0	4/4	2	1	1/8		1/8	1		-1	65	F4	4	828
59	54	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	826
59	54	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	826
59	54	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	826
59	54	1943/8	1943/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	33	A1	1	829
59	54	1943/8	1943/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	829
59	54	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	52	E3	3	827
59	54	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	55	G3	3	827
59	54	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		7	61	C#4	4	827
60	55	1959/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		2	62	D4	4	833
60	55	1959/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		6	66	F#4	4	833
60	55	1959/8	1959/8	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	830
60	55	1967/8	1967/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	831
60	55	1971/8	1971/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	832
61	56	1975/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	2	62	D4	4	838
61	56	1975/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	1	67	G4	4	838
61	56	1975/8	1975/8	1.0		0	0	2/4	1	1	1/4		1/4	1		7	73	C#5	5	834
61	56	1983/8	1983/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	835
