mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
16	16	16	16a	60	60	2.0		0	0	4/4	1	1	1/2		1/2	1		3	81	A5	5	198
16	16	16	16a	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	200
16	16	16	16a	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	200
16	16	16	16a	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	62	D4	4	200
16	16	16	16a	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	201
16	16	16	16a	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	G3	3	201
16	16	16	16a	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		7	61	C#4	4	201
16	16	16	16a	62	62	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	199
16	16	16	16a	62	62	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	199
17	17	17	17a	64	64	0.75		0	0	4/4	1	1	3/16		1/8	3/2		3	81	A5	5	202
17	17	17	17a	259/4	259/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	203
17	17	17	17a	65	65	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	F4	4	209
17	17	17	17a	65	65	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	74	D5	5	209
17	17	17	17a	65	65	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	204
17	17	17	17a	196/3	196/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	84	C6	6	205
17	17	17	17a	197/3	197/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	83	B5	5	206
17	17	17	17a	66	66	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	G4	4	210
17	17	17	17a	66	66	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	210
17	17	17	17a	66	66	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-2	82	Bb5	5	207
17	17	17	17a	271/4	271/4	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		-1	65	F4	4	211
17	17	17	17a	271/4	271/4	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		2	74	D5	5	211
17	17	17	17a	271/4	271/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	208
18	18	18	18a	68	68	0.5		0	0	4/4	2	1	1/8		1/8	1		4	64	E4	4	217
18	18	18	18a	68	68	0.5		0	0	4/4	2	1	1/8		1/8	1		2	74	D5	5	217
18	18	18	18a	68	68	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	212
18	18	18	18a	137/2	137/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		8	80	G#5	5	213
18	18	18	18a	69	69	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	218
18	18	18	18a	69	69	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		7	73	C#5	5	218
18	18	18	18a	139/2	139/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	214
18	18	18	18a	70	70	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	219
18	18	18	18a	70	70	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	74	D5	5	219
18	18	18	18a	141/2	141/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		6	78	F#5	5	215
18	18	18	18a	71	71	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		8	68	G#4	4	220
18	18	18	18a	71	71	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		5	71	B4	4	220
18	18	18	18a	143/2	143/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	216
18	18	18	18a	143/2	143/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	216
19	19	19	19a	72	72	1.0		0	0	4/4	2	1	1/4		1/4	1		3	69	A4	4	225
19	19	19	19a	145/2	145/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	221
19	19	19	19a	145/2	145/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	221
19	19	19	19a	73	73	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	222
19	19	19	19a	73	73	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		3	81	A5	5	222
19	19	19	19a	147/2	147/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		3	81	A5	5	223
19	19	19	19a	147/2	147/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		7	85	C#6	6	223
19	19	19	19a	74	74	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		7	85	C#6	6	224
19	19	19	19a	74	74	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	88	E6	6	224
20	20	20	20a	76	76	0.5		0	0	4/4	1	1	1/8		1/8	1		4	64	E4	4	226
20	20	20	20a	153/2	153/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	227
20	20	20	20a	77	77	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	228
20	20	20	20a	155/2	155/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	229
20	20	20	20a	78	78	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	64	E4	4	230
20	20	20	20a	157/2	157/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	231
20	20	20	20a	79	79	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	235
20	20	20	20a	79	79	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	235
20	20	20	20a	79	79	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	234
20	20	20	20a	79	79	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	232
20	20	20	20a	159/2	159/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	233
21	21	21	21a	80	80	1.0		0	0	4/4	2	1	1/4		1/4	1		8	44	G#2	2	248
21	21	21	21a	80	80	1.0		0	0	4/4	2	1	1/4		1/4	1		8	56	G#3	3	248
21	21	21	21a	80	80	1.0		0	0	4/4	1	2	1/4		1/4	1		5	59	B3	3	244
21	21	21	21a	80	80	0.5		0	0	4/4	1	1	1/8		1/8	1		4	64	E4	4	236
21	21	21	21a	161/2	161/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	237
21	21	21	21a	81	81	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	249
21	21	21	21a	81	81	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	249
21	21	21	21a	81	81	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		-2	58	Bb3	3	245
21	21	21	21a	81	81	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	238
21	21	21	21a	163/2	163/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	239
21	21	21	21a	82	82	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		6	42	F#2	2	250
21	21	21	21a	82	82	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	250
21	21	21	21a	82	82	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		3	57	A3	3	246
21	21	21	21a	82	82	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	64	E4	4	240
21	21	21	21a	165/2	165/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		9	63	D#4	4	241
21	21	21	21a	83	83	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	251
21	21	21	21a	83	83	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	251
21	21	21	21a	83	83	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	247
21	21	21	21a	83	83	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	242
21	21	21	21a	167/2	167/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	243
22	22	22	22a	84	84	2.0		0	0	4/4	2	1	1/2		1/2	1	1	4	40	E2	2	261
22	22	22	22a	84	84	2.0		0	0	4/4	2	1	1/2		1/2	1	1	4	52	E3	3	261
22	22	22	22a	84	84	2.0		0	0	4/4	1	2	1/2		1/2	1		9	63	D#4	4	259
22	22	22	22a	84	84	1.5		0	0	4/4	1	1	3/8		1/4	3/2		3	69	A4	4	252
22	22	22	22a	171/2	171/2	0.125		3/8	3/8	4/4	1	1	1/32		1/32	1		8	68	G#4	4	253
22	22	22	22a	685/8	685/8	0.125		13/32	13/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	254
22	22	22	22a	343/4	343/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	255
22	22	22	22a	687/8	687/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	256
22	22	22	22a	86	86	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	4	40	E2	2	262
22	22	22	22a	86	86	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	4	52	E3	3	262
22	22	22	22a	86	86	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		4	64	E4	4	260
22	22	22	22a	86	86	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		8	68	G#4	4	257
22	22	22	22a	351/4	351/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	258
23	23	23	23a	88	88	0.25		0	0	4/4	1	1	1/16		1/16	1		3	69	A4	4	263
23	23	23	23a	353/4	353/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	264
23	23	23	23a	177/2	177/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	274
23	23	23	23a	177/2	177/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	274
23	23	23	23a	355/4	355/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	265
23	23	23	23a	89	89	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	275
23	23	23	23a	89	89	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	275
23	23	23	23a	89	89	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	266
23	23	23	23a	357/4	357/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	267
23	23	23	23a	179/2	179/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	276
23	23	23	23a	179/2	179/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	276
23	23	23	23a	359/4	359/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	268
23	23	23	23a	90	90	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	277
23	23	23	23a	90	90	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	277
23	23	23	23a	90	90	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	269
23	23	23	23a	361/4	361/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	270
23	23	23	23a	181/2	181/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	278
23	23	23	23a	181/2	181/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	278
23	23	23	23a	363/4	363/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	271
23	23	23	23a	91	91	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	279
23	23	23	23a	91	91	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	279
23	23	23	23a	365/4	365/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	272
23	23	23	23a	183/2	183/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	280
23	23	23	23a	183/2	183/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	280
23	23	23	23a	367/4	367/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	273
24	24	24	24a	92	92	0.25		0	0	4/4	1	1	1/16		1/16	1		5	71	B4	4	281
24	24	24	24a	369/4	369/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	282
24	24	24	24a	185/2	185/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	292
24	24	24	24a	185/2	185/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	292
24	24	24	24a	371/4	371/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	283
24	24	24	24a	93	93	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	293
24	24	24	24a	93	93	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	293
24	24	24	24a	93	93	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		5	71	B4	4	284
24	24	24	24a	373/4	373/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	285
24	24	24	24a	187/2	187/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	294
24	24	24	24a	187/2	187/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	294
24	24	24	24a	375/4	375/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	286
24	24	24	24a	94	94	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	295
24	24	24	24a	94	94	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	E4	4	295
24	24	24	24a	94	94	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		5	71	B4	4	287
24	24	24	24a	377/4	377/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	288
24	24	24	24a	189/2	189/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	296
24	24	24	24a	189/2	189/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	296
24	24	24	24a	379/4	379/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	289
24	24	24	24a	95	95	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	297
24	24	24	24a	95	95	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	297
24	24	24	24a	381/4	381/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	290
24	24	24	24a	191/2	191/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	298
24	24	24	24a	191/2	191/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	298
24	24	24	24a	383/4	383/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	291
25	25	25	25a	96	96	0.25		0	0	4/4	1	1	1/16		1/16	1		0	72	C5	5	299
25	25	25	25a	385/4	385/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	300
25	25	25	25a	193/2	193/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	310
25	25	25	25a	193/2	193/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	310
25	25	25	25a	387/4	387/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	301
25	25	25	25a	97	97	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	311
25	25	25	25a	97	97	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	311
25	25	25	25a	97	97	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	302
25	25	25	25a	389/4	389/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	303
25	25	25	25a	195/2	195/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	312
25	25	25	25a	195/2	195/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	312
25	25	25	25a	391/4	391/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	304
25	25	25	25a	98	98	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		8	56	G#3	3	313
25	25	25	25a	98	98	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	E4	4	313
25	25	25	25a	98	98	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		0	72	C5	5	305
25	25	25	25a	393/4	393/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	306
25	25	25	25a	197/2	197/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	314
25	25	25	25a	197/2	197/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	314
25	25	25	25a	395/4	395/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	307
25	25	25	25a	99	99	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	315
25	25	25	25a	99	99	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	315
25	25	25	25a	397/4	397/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	308
25	25	25	25a	199/2	199/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	316
25	25	25	25a	199/2	199/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	316
25	25	25	25a	399/4	399/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	309
26	26	26	26a	100	100	0.5		0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	326
26	26	26	26a	100	100	0.5		0	0	4/4	2	1	1/8		1/8	1		4	64	E4	4	326
26	26	26	26a	100	100	0.25		0	0	4/4	1	1	1/16		1/16	1		2	74	D5	5	317
26	26	26	26a	401/4	401/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	318
26	26	26	26a	201/2	201/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	327
26	26	26	26a	201/2	201/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	327
26	26	26	26a	403/4	403/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	319
26	26	26	26a	101	101	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	328
26	26	26	26a	101	101	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	328
26	26	26	26a	405/4	405/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	320
26	26	26	26a	203/2	203/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	329
26	26	26	26a	203/2	203/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	329
26	26	26	26a	407/4	407/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	321
26	26	26	26a	102	102	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	330
26	26	26	26a	102	102	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	330
26	26	26	26a	409/4	409/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	322
26	26	26	26a	205/2	205/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	331
26	26	26	26a	205/2	205/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	331
26	26	26	26a	411/4	411/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	323
26	26	26	26a	103	103	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	66	F#4	4	332
26	26	26	26a	103	103	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	332
26	26	26	26a	413/4	413/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		9	75	D#5	5	324
26	26	26	26a	207/2	207/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	333
26	26	26	26a	207/2	207/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	71	B4	4	333
26	26	26	26a	415/4	415/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	325
27	27	27	27a	104	104	0.5		0	0	4/4	2	1	1/8		1/8	1		3	69	A4	4	343
27	27	27	27a	104	104	0.5		0	0	4/4	2	1	1/8		1/8	1		3	69	A4	4	343
27	27	27	27a	104	104	0.25		0	0	4/4	1	1	1/16		1/16	1		0	72	C5	5	334
27	27	27	27a	417/4	417/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	335
27	27	27	27a	209/2	209/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	344
27	27	27	27a	209/2	209/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	344
27	27	27	27a	419/4	419/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	336
27	27	27	27a	105	105	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	345
27	27	27	27a	105	105	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	345
27	27	27	27a	421/4	421/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	337
27	27	27	27a	211/2	211/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	346
27	27	27	27a	211/2	211/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	346
27	27	27	27a	423/4	423/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	338
27	27	27	27a	106	106	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	347
27	27	27	27a	106	106	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	347
27	27	27	27a	425/4	425/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	339
27	27	27	27a	213/2	213/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	348
27	27	27	27a	213/2	213/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	348
27	27	27	27a	427/4	427/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	340
27	27	27	27a	107	107	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	66	F#4	4	349
27	27	27	27a	107	107	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	349
27	27	27	27a	429/4	429/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		9	75	D#5	5	341
27	27	27	27a	215/2	215/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	350
27	27	27	27a	215/2	215/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	71	B4	4	350
27	27	27	27a	431/4	431/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	342
29	29	29	29a	112	112	2.0		0	0	4/4	2	2	1/2		1/2	1		3	57	A3	3	364
29	29	29	29a	112	112	1.75		0	0	4/4	1	1	7/16		1/4	7/4		0	72	C5	5	351
29	29	29	29a	225/2	225/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	358
29	29	29	29a	225/2	225/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	358
29	29	29	29a	113	113	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	359
29	29	29	29a	113	113	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	359
29	29	29	29a	227/2	227/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	360
29	29	29	29a	227/2	227/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	360
29	29	29	29a	455/4	455/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	352
29	29	29	29a	911/8	911/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		0	72	C5	5	353
29	29	29	29a	114	114	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		3	57	A3	3	365
29	29	29	29a	114	114	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		2	74	D5	5	354
29	29	29	29a	229/2	229/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	361
29	29	29	29a	229/2	229/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	361
29	29	29	29a	229/2	229/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	355
29	29	29	29a	115	115	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	362
29	29	29	29a	115	115	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	362
29	29	29	29a	115	115	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	356
29	29	29	29a	231/2	231/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	363
29	29	29	29a	231/2	231/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	363
29	29	29	29a	231/2	231/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	357
30	30	30	30a	116	116	2.0		0	0	4/4	2	2	1/2		1/2	1		5	59	B3	3	376
30	30	30	30a	116	116	1.0		0	0	4/4	1	1	1/4		1/4	1		8	68	G#4	4	366
30	30	30	30a	233/2	233/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	370
30	30	30	30a	233/2	233/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	370
30	30	30	30a	117	117	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	371
30	30	30	30a	117	117	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	371
30	30	30	30a	235/2	235/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	372
30	30	30	30a	235/2	235/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	372
30	30	30	30a	471/4	471/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	367
30	30	30	30a	118	118	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		5	59	B3	3	377
30	30	30	30a	118	118	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		10	70	A#4	4	368
30	30	30	30a	237/2	237/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	373
