mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
42	41	42	41a	685/4	685/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	572
42	41	42	41a	343/2	343/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	564
42	41	42	41a	687/4	687/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	573
42	41	42	41a	687/4	687/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	573
42	41	42	41a	172	172	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	565
42	41	42	41a	689/4	689/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	574
42	41	42	41a	689/4	689/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	574
42	41	42	41a	345/2	345/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-3	75	Eb5	5	566
42	41	42	41a	691/4	691/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	575
42	41	42	41a	691/4	691/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		6	66	F#4	4	575
42	41	42	41a	173	173	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	567
42	41	42	41a	693/4	693/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	576
42	41	42	41a	693/4	693/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	576
42	41	42	41a	347/2	347/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	568
42	41	42	41a	695/4	695/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		6	66	F#4	4	577
42	41	42	41a	695/4	695/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	577
42	41	42	41a	174	174	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	569
43	42	43	42a	697/4	697/4	0.5		0	0	4/4	2	1	1/8		1/8	1		1	67	G4	4	589
43	42	43	42a	697/4	697/4	0.25		0	0	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	578
43	42	43	42a	349/2	349/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	579
43	42	43	42a	699/4	699/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	590
43	42	43	42a	699/4	699/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	590
43	42	43	42a	175	175	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	580
43	42	43	42a	701/4	701/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	591
43	42	43	42a	701/4	701/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	591
43	42	43	42a	351/2	351/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	581
43	42	43	42a	703/4	703/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	592
43	42	43	42a	703/4	703/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	592
43	42	43	42a	176	176	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	582
43	42	43	42a	705/4	705/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	593
43	42	43	42a	705/4	705/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	67	G4	4	593
43	42	43	42a	705/4	705/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		2	74	D5	5	583
43	42	43	42a	353/2	353/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-3	75	Eb5	5	584
43	42	43	42a	707/4	707/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	594
43	42	43	42a	707/4	707/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	594
43	42	43	42a	177	177	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	585
43	42	43	42a	709/4	709/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	595
43	42	43	42a	709/4	709/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	595
43	42	43	42a	709/4	709/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		1	79	G5	5	586
43	42	43	42a	355/2	355/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	587
43	42	43	42a	711/4	711/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	596
43	42	43	42a	711/4	711/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	596
43	42	43	42a	178	178	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	588
44	43	44	43a	713/4	713/4	0.5		0	0	4/4	2	2	1/8		1/8	1		-2	58	Bb3	3	614
44	43	44	43a	713/4	713/4	0.5		0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	608
44	43	44	43a	713/4	713/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	81	A5	5	597
44	43	44	43a	357/2	357/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	598
44	43	44	43a	715/4	715/4	0.5		1/8	1/8	4/4	2	2	1/8		1/8	1		6	54	F#3	3	615
44	43	44	43a	715/4	715/4	1.0		1/8	1/8	4/4	2	1	1/4		1/4	1		2	62	D4	4	609
44	43	44	43a	179	179	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	599
44	43	44	43a	717/4	717/4	0.5		1/4	1/4	4/4	2	2	1/8		1/8	1		1	55	G3	3	616
44	43	44	43a	717/4	717/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		0	84	C6	6	600
44	43	44	43a	359/2	359/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-2	82	Bb5	5	601
44	43	44	43a	719/4	719/4	0.5		3/8	3/8	4/4	2	2	1/8		1/8	1		-1	53	F3	3	617
44	43	44	43a	719/4	719/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	610
44	43	44	43a	180	180	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		5	83	B5	5	602
44	43	44	43a	721/4	721/4	0.5		1/2	1/2	4/4	2	2	1/8		1/8	1		4	52	E3	3	618
44	43	44	43a	721/4	721/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	G3	3	611
44	43	44	43a	721/4	721/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		2	86	D6	6	603
44	43	44	43a	361/2	361/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		7	85	C#6	6	604
44	43	44	43a	723/4	723/4	0.5		5/8	5/8	4/4	2	2	1/8		1/8	1		2	50	D3	3	619
44	43	44	43a	723/4	723/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	612
44	43	44	43a	723/4	723/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	612
44	43	44	43a	181	181	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	605
44	43	44	43a	725/4	725/4	1.0		3/4	3/4	4/4	2	2	1/4		1/4	1		7	49	C#3	3	620
44	43	44	43a	725/4	725/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	613
44	43	44	43a	725/4	725/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	613
44	43	44	43a	725/4	725/4	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	89	F6	6	606
44	43	44	43a	727/4	727/4	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	88	E6	6	607
45	44	45	44a	365/2	365/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		9	87	D#6	6	621
45	44	45	44a	731/4	731/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		4	88	E6	6	622
45	44	45	44a	183	183	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	623
45	44	45	44a	733/4	733/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		7	85	C#6	6	624
45	44	45	44a	367/2	367/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		5	83	B5	5	625
45	44	45	44a	735/4	735/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	81	A5	5	626
45	44	45	44a	184	184	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	627
45	44	45	44a	737/4	737/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-2	82	Bb5	5	628
45	44	45	44a	369/2	369/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	629
45	44	45	44a	739/4	739/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		0	84	C6	6	630
45	44	45	44a	185	185	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		-2	82	Bb5	5	631
45	44	45	44a	741/4	741/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		3	81	A5	5	632
45	44	45	44a	371/2	371/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	633
45	44	45	44a	743/4	743/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		-1	77	F5	5	634
45	44	45	44a	186	186	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	635
46	44	46	44a	745/4	745/4	0.25		0	0	4/4	1	1	1/16		1/16	1		2	74	D5	5	636
46	44	46	44a	373/2	373/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	637
46	44	46	44a	747/4	747/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	638
46	44	46	44a	187	187	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	639
46	44	46	44a	749/4	749/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		8	68	G#4	4	640
46	44	46	44a	375/2	375/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	641
46	44	46	44a	751/4	751/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	642
46	44	46	44a	188	188	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	643
46	44	46	44a	753/4	753/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	644
46	44	46	44a	377/2	377/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	645
46	44	46	44a	755/4	755/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	646
46	44	46	44a	189	189	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	647
46	44	46	44a	757/4	757/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		4	64	E4	4	648
46	44	46	44a	379/2	379/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	649
46	44	46	44a	759/4	759/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		7	61	C#4	4	650
46	44	46	44a	190	190	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	651
47	44	47	44a	761/4	761/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	57	A3	3	652
47	44	47	44a	381/2	381/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		8	56	G#3	3	653
47	44	47	44a	763/4	763/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	654
47	44	47	44a	191	191	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	655
47	44	47	44a	765/4	765/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		0	60	C4	4	656
47	44	47	44a	383/2	383/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	657
47	44	47	44a	767/4	767/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	658
47	44	47	44a	192	192	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	659
47	44	47	44a	769/4	769/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-1	53	F3	3	660
47	44	47	44a	385/2	385/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		4	52	E3	3	661
47	44	47	44a	771/4	771/4	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		2	50	D3	3	662
47	44	47	44a	193	193	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		7	49	C#3	3	663
47	44	47	44a	773/4	773/4	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		5	47	B2	2	664
47	44	47	44a	387/2	387/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		3	45	A2	2	665
47	44	47	44a	775/4	775/4	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		8	44	G#2	2	666
47	44	47	44a	194	194	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2	667
48	44	48	44a	777/4	777/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	45	A2	2	668
48	44	48	44a	389/2	389/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		0	48	C3	3	669
48	44	48	44a	779/4	779/4	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2	670
48	44	48	44a	195	195	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	45	A2	2	671
48	44	48	44a	781/4	781/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		1	43	G2	2	672
48	44	48	44a	391/2	391/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		-1	41	F2	2	673
48	44	48	44a	783/4	783/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		4	40	E2	2	674
48	44	48	44a	196	196	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	38	D2	2	675
48	44	48	44a	785/4	785/4	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		3	33	A1	1	676
48	44	48	44a	789/4	789/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1	1	3	45	A2	2	677
49	44	49	44a	797/4	797/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1	-1	3	45	A2	2	678
49	44	49	44a	399/2	399/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		5	47	B2	2	679
49	44	49	44a	799/4	799/4	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		3	45	A2	2	680
49	44	49	44a	200	200	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		8	44	G#2	2	681
49	44	49	44a	801/4	801/4	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		3	45	A2	2	682
49	44	49	44a	803/4	803/4	0.125		5/8	5/8	4/4	1	1	1/32		1/32	1		-2	46	Bb2	2	683
49	44	49	44a	1607/8	1607/8	0.125		21/32	21/32	4/4	1	1	1/32		1/32	1		5	47	B2	2	684
49	44	49	44a	201	201	0.125		11/16	11/16	4/4	1	1	1/32		1/32	1		0	48	C3	3	685
49	44	49	44a	1609/8	1609/8	0.125		23/32	23/32	4/4	1	1	1/32		1/32	1		7	49	C#3	3	686
49	44	49	44a	805/4	805/4	0.125		3/4	3/4	4/4	1	1	1/32		1/32	1		2	50	D3	3	687
49	44	49	44a	1611/8	1611/8	0.125		25/32	25/32	4/4	1	1	1/32		1/32	1		9	51	D#3	3	688
49	44	49	44a	403/2	403/2	0.125		13/16	13/16	4/4	1	1	1/32		1/32	1		4	52	E3	3	689
49	44	49	44a	1613/8	1613/8	0.125		27/32	27/32	4/4	1	1	1/32		1/32	1		-1	53	F3	3	690
49	44	49	44a	807/4	807/4	0.125		7/8	7/8	4/4	1	1	1/32		1/32	1		6	54	F#3	3	691
49	44	49	44a	1615/8	1615/8	0.125		29/32	29/32	4/4	1	1	1/32		1/32	1		1	55	G3	3	692
49	44	49	44a	202	202	0.125		15/16	15/16	4/4	1	1	1/32		1/32	1		8	56	G#3	3	693
49	44	49	44a	1617/8	1617/8	0.125		31/32	31/32	4/4	1	1	1/32		1/32	1		3	57	A3	3	694
49	44	49	44a	809/4	809/4	0.125		1	1	4/4	1	1	1/32		1/32	1		-2	58	Bb3	3	695
49	44	49	44a	1619/8	1619/8	0.125		33/32	33/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	696
49	44	49	44a	405/2	405/2	0.125		17/16	17/16	4/4	1	1	1/32		1/32	1		0	60	C4	4	697
49	44	49	44a	1621/8	1621/8	0.125		35/32	35/32	4/4	1	1	1/32		1/32	1		7	61	C#4	4	698
49	44	49	44a	811/4	811/4	0.125		9/8	9/8	4/4	1	1	1/32		1/32	1		2	62	D4	4	699
49	44	49	44a	1623/8	1623/8	0.125		37/32	37/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	700
49	44	49	44a	203	203	0.125		19/16	19/16	4/4	1	1	1/32		1/32	1		4	64	E4	4	701
49	44	49	44a	1625/8	1625/8	0.125		39/32	39/32	4/4	1	1	1/32		1/32	1		-1	65	F4	4	702
49	44	49	44a	813/4	813/4	0.125		5/4	5/4	4/4	1	1	1/32		1/32	1		6	66	F#4	4	703
49	44	49	44a	1627/8	1627/8	0.125		41/32	41/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	704
49	44	49	44a	407/2	407/2	0.125		21/16	21/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	705
49	44	49	44a	1629/8	1629/8	0.125		43/32	43/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	706
49	44	49	44a	815/4	815/4	0.125		11/8	11/8	4/4	1	1	1/32		1/32	1		-2	70	Bb4	4	707
49	44	49	44a	1631/8	1631/8	0.125		45/32	45/32	4/4	1	1	1/32		1/32	1		5	71	B4	4	708
49	44	49	44a	204	204	0.125		23/16	23/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	709
49	44	49	44a	1633/8	1633/8	0.125		47/32	47/32	4/4	1	1	1/32		1/32	1		7	73	C#5	5	710
49	44	49	44a	817/4	817/4	0.125		3/2	3/2	4/4	1	1	1/32		1/32	1		2	74	D5	5	711
49	44	49	44a	1635/8	1635/8	0.125		49/32	49/32	4/4	1	1	1/32		1/32	1		9	75	D#5	5	712
49	44	49	44a	409/2	409/2	0.125		25/16	25/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	713
50	45	50	45a	1637/8	1637/8	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	727
50	45	50	45a	1637/8	1637/8	1.75		0	0	4/4	1	1	7/16		1/4	7/4		-1	77	F5	5	714
50	45	50	45a	1641/8	1641/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	721
50	45	50	45a	1641/8	1641/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	721
50	45	50	45a	1645/8	1645/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	722
50	45	50	45a	1645/8	1645/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	722
50	45	50	45a	1649/8	1649/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	723
50	45	50	45a	1649/8	1649/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	723
50	45	50	45a	1651/8	1651/8	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	715
50	45	50	45a	413/2	413/2	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		-1	77	F5	5	716
50	45	50	45a	1653/8	1653/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	728
50	45	50	45a	1653/8	1653/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	717
50	45	50	45a	1657/8	1657/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	724
50	45	50	45a	1657/8	1657/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	724
50	45	50	45a	1657/8	1657/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	718
50	45	50	45a	1661/8	1661/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	725
50	45	50	45a	1661/8	1661/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	725
50	45	50	45a	1661/8	1661/8	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	719
50	45	50	45a	1665/8	1665/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	726
50	45	50	45a	1665/8	1665/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	726
50	45	50	45a	1665/8	1665/8	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	720
51	46	51	46a	1669/8	1669/8	2.0		0	0	4/4	2	2	1/2		1/2	1		4	64	E4	4	739
51	46	51	46a	1669/8	1669/8	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	729
51	46	51	46a	1673/8	1673/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	733
51	46	51	46a	1673/8	1673/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	733
51	46	51	46a	1677/8	1677/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	734
51	46	51	46a	1677/8	1677/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	734
51	46	51	46a	1681/8	1681/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	735
51	46	51	46a	1681/8	1681/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	735
51	46	51	46a	1683/8	1683/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	730
51	46	51	46a	1685/8	1685/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		4	64	E4	4	740
51	46	51	46a	1685/8	1685/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		9	75	D#5	5	731
51	46	51	46a	1689/8	1689/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	736
51	46	51	46a	1689/8	1689/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	736
51	46	51	46a	1689/8	1689/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	732
51	46	51	46a	1693/8	1693/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	737
51	46	51	46a	1693/8	1693/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	737
51	46	51	46a	1697/8	1697/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	738
51	46	51	46a	1697/8	1697/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	738
52	47	52	47a	1701/8	1701/8	2.0		0	0	4/4	2	2	1/2		1/2	1		7	61	C#4	4	754
52	47	52	47a	1701/8	1701/8	1.75		0	0	4/4	1	1	7/16		1/4	7/4		1	79	G5	5	741
52	47	52	47a	1705/8	1705/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	748
52	47	52	47a	1705/8	1705/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	748
52	47	52	47a	1709/8	1709/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	749
52	47	52	47a	1709/8	1709/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	749
52	47	52	47a	1713/8	1713/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	750
52	47	52	47a	1713/8	1713/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	750
52	47	52	47a	1715/8	1715/8	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	742
52	47	52	47a	429/2	429/2	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		1	79	G5	5	743
52	47	52	47a	1717/8	1717/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		7	61	C#4	4	755
52	47	52	47a	1717/8	1717/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		3	81	A5	5	744
52	47	52	47a	1721/8	1721/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	751
52	47	52	47a	1721/8	1721/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	751
52	47	52	47a	1721/8	1721/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	745
52	47	52	47a	1725/8	1725/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	752
52	47	52	47a	1725/8	1725/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	752
52	47	52	47a	1725/8	1725/8	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	746
52	47	52	47a	1729/8	1729/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	753
52	47	52	47a	1729/8	1729/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	753
52	47	52	47a	1729/8	1729/8	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	747
53	48	53	48a	1733/8	1733/8	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	766
53	48	53	48a	1733/8	1733/8	1.0		0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	756
53	48	53	48a	1737/8	1737/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	760
53	48	53	48a	1737/8	1737/8	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	760
53	48	53	48a	1741/8	1741/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	761
53	48	53	48a	1741/8	1741/8	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	761
53	48	53	48a	1745/8	1745/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	762
53	48	53	48a	1745/8	1745/8	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	762
53	48	53	48a	1747/8	1747/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	757
53	48	53	48a	1749/8	1749/8	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	767
53	48	53	48a	1749/8	1749/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	758
53	48	53	48a	1753/8	1753/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	763
53	48	53	48a	1753/8	1753/8	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	763
53	48	53	48a	1753/8	1753/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	759
53	48	53	48a	1757/8	1757/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	764
