mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
82	76	2299/8	2315/8	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1004									
82	76	2301/8	2317/8	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1005									
82	76	2303/8	2319/8	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1006									
82	76	2305/8	2321/8	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1007									
82	76	2307/8	2323/8	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1008									
82	76	2309/8	2325/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1009									
82	76	2295/8	2311/8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1010									
82	76	2295/8	2311/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1011									
83	77	2311/8	2327/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1012									
83	77	2319/8	2335/8	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1013									
83	77	2325/8	2341/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1014									
83	77	2319/8	2335/8	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1015									
83	77	2311/8	2327/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1016									
83	77	2319/8	2335/8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1017									
83	77	2311/8	2327/8	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1018									
84	78	2327/8	2343/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1019									
84	78	2339/8	2355/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					p								
84	78	2339/8	2355/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1020									78
84	78	2327/8	2343/8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1021									
84	78	2327/8	2343/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1022									
84	78	2329/8	2345/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1023									
84	78	2331/8	2347/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1024									
84	78	2333/8	2349/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1025									
84	78	2335/8	2351/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1026									
84	78	2337/8	2353/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1027									
84	78	2339/8	2355/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1028									
84	78	2341/8	2357/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1029									
85	79	2343/8	2359/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1030									
85	79	2347/8	2363/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1031									
85	79	2351/8	2367/8	0.0		1/4	1/4	Dynamic	2/4	1	1	0					mp								
85	79	2351/8	2367/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1032									
85	79	2355/8	2371/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1033									
85	79	2343/8	2359/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1034									
85	79	2345/8	2361/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1035									
85	79	2347/8	2363/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1036									
85	79	2349/8	2365/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1037									
85	79	2351/8	2367/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1038									
85	79	2353/8	2369/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1039									
85	79	2355/8	2371/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1040									
85	79	2357/8	2373/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1041									
86	80	2359/8	2375/8	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1042									79
86	80	2365/8	2381/8	0.0		3/16	3/16	Dynamic	2/4	1	1	0					mp								79
86	80	2365/8	2381/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1043									79
86	80	1183/4	1191/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1044									79
86	80	2367/8	2383/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1045									
86	80	2371/8	2387/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1046									80
86	80	2359/8	2375/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1047									
86	80	2361/8	2377/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1048									
86	80	2363/8	2379/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1049									
86	80	2365/8	2381/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1050									
86	80	2367/8	2383/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1051									
86	80	2369/8	2385/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1052									
86	80	2371/8	2387/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1053									
86	80	2373/8	2389/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1054									
87	81	2375/8	2391/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1055									
87	81	2379/8	2395/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1056									
87	81	2383/8	2399/8	0.0		1/4	1/4	Dynamic	2/4	1	1	0					other-dynamics								
87	81	2383/8	2399/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1057									
87	81	2387/8	2403/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1058									
87	81	2375/8	2391/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1059									
87	81	2377/8	2393/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1060									
87	81	2379/8	2395/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1061									
87	81	2381/8	2397/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1062									
87	81	2383/8	2399/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1063									
87	81	2385/8	2401/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1064									
87	81	2387/8	2403/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1065									
87	81	2389/8	2405/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1066									
88	82	2391/8	2407/8	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1067									81
88	82	2397/8	2413/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1068									81
88	82	1199/4	1207/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1069									81
88	82	2399/8	2415/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1070									
88	82	2403/8	2419/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1071									
88	82	2391/8	2407/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1072									
88	82	2393/8	2409/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1073									
88	82	2395/8	2411/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1074									
88	82	2397/8	2413/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1075									
88	82	2399/8	2415/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1076									
88	82	2401/8	2417/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1077									
88	82	2403/8	2419/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1078									
88	82	2405/8	2421/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1079									
89	83	2407/8	2423/8	0.0		0	0	Dynamic	2/4	1	1	0					f								
89	83	2407/8	2423/8	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1080									
89	83	2407/8	2423/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1081									
89	83	2409/8	2425/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1082									
89	83	2411/8	2427/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1083									
89	83	2413/8	2429/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1084									
89	83	2415/8	2431/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1085									
89	83	2417/8	2433/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1086									
89	83	2419/8	2435/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1087									
89	83	2421/8	2437/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1088									
90	84	2423/8	2439/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1089									
90	84	2423/8	2439/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1090									
91	85	2439/8	2455/8	0.0		0	0	Dynamic	2/4	1	1	0					f								
91	85	2439/8	2455/8	0.0		0	0	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	
91	85	2439/8	2455/8	0.0		0	0	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
91	85	2439/8	2455/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1091									
91	85	2447/8	2463/8	0.0		1/4	1/4	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0	
91	85	2439/8	2455/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1092									
92	86	2455/8	2471/8	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1093									
92	86	2455/8	2471/8	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1094									
93	86	2471/8	2487/8	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1095									
93	86	309	311	0.0		1/32	1/32	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	
93	86	309	311	0.0		1/32	1/32	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
93	86	309	311	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1096									
93	86	2473/8	2489/8	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1097									
93	86	1237/4	1245/4	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1098									
93	86	2475/8	2491/8	0.0		1/8	1/8	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0	
93	86	2475/8	2491/8	0.0		1/8	1/8	Tempo	2/4	1	1	0								𝅘𝅥=95	95.0	𝅘𝅥	95.0	0.0	
93	86	2475/8	2491/8	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1099									
93	86	619/2	623/2	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1100									
93	86	2477/8	2493/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1101									
93	86	1239/4	1247/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1102									
93	86	2479/8	2495/8	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1103									
93	86	310	312	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1104									
93	86	2481/8	2497/8	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1105									
93	86	1241/4	1249/4	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1106									
93	86	2483/8	2499/8	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1107									
93	86	621/2	625/2	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1108									
93	86	2485/8	2501/8	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1109									
93	86	1243/4	1251/4	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1110									
94	86	2487/8	2503/8	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1111									
94	86	311	313	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1112									
94	86	2489/8	2505/8	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1113									
94	86	1245/4	1253/4	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1114									
94	86	2491/8	2507/8	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1115									
94	86	623/2	627/2	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1116									
94	86	2493/8	2509/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1117									
94	86	1247/4	1255/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1118									
94	86	2495/8	2511/8	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1119									
94	86	312	314	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1120									
94	86	2497/8	2513/8	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1121									
94	86	1249/4	1257/4	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1122									
94	86	2499/8	2515/8	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1123									
94	86	625/2	629/2	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1124									
94	86	2501/8	2517/8	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1125									
94	86	1251/4	1259/4	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1126									
95	86	2503/8	2519/8	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1127									
95	86	313	315	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1128									
95	86	2505/8	2521/8	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1129									
95	86	1253/4	1261/4	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1130									
95	86	2507/8	2523/8	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1131									
95	86	627/2	631/2	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1132									
95	86	2509/8	2525/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1133									
95	86	1255/4	1263/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1134									
95	86	2511/8	2527/8	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1135									
95	86	314	316	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1136									
95	86	2513/8	2529/8	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1137									
95	86	1257/4	1265/4	0.0		11/32	11/32	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
95	86	1257/4	1265/4	0.0		11/32	11/32	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
95	86	1257/4	1265/4	2.0		11/32	11/32	Chord	2/4	1	1	1/2		1/2	1	1138		ornamentTrill							
95	86	2523/8	2539/8	0.0		5/8	5/8	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
95	86	1265/4	1273/4	0.0		27/32	27/32	StaffText	2/4	1	1	0							"<i><font face=""Times New Roman""/>rall.</i>"						
95	86	1265/4	1273/4	0.25		27/32	27/32	Chord	2/4	1	1	1/16		1/16	1	1139									82
95	86	633/2	637/2	0.125		29/32	29/32	Chord	2/4	1	1	1/32		1/32	1	1140									82
95	86	2533/8	2549/8	0.125		15/16	15/16	Chord	2/4	1	1	1/32		1/32	1	1141									82
95	86	1267/4	1275/4	0.125		31/32	31/32	Chord	2/4	1	1	1/32		1/32	1	1142									82
95	86	2535/8	2551/8	0.125		1	1	Chord	2/4	1	1	1/32		1/32	1	1143									82
95	86	317	319	0.125		33/32	33/32	Chord	2/4	1	1	1/32		1/32	1	1144									82
95	86	2537/8	2553/8	0.125		17/16	17/16	Chord	2/4	1	1	1/32		1/32	1	1145									82
95	86	1269/4	1277/4	0.0		35/32	35/32	Tempo	2/4	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	82
95	86	1269/4	1277/4	0.125		35/32	35/32	Chord	2/4	1	1	1/32		1/32	1	1146									82
95	86	2539/8	2555/8	0.125		9/8	9/8	Chord	2/4	1	1	1/32		1/32	1	1147									82
95	86	635/2	639/2	0.125		37/32	37/32	Chord	2/4	1	1	1/32		1/32	1	1148									82
95	86	2541/8	2557/8	0.125		19/16	19/16	Chord	2/4	1	1	1/32		1/32	1	1149									82
95	86	1271/4	1279/4	0.0		39/32	39/32	Tempo	2/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	82
95	86	1271/4	1279/4	0.125		39/32	39/32	Chord	2/4	1	1	1/32		1/32	1	1150									82
95	86	2543/8	2559/8	0.125		5/4	5/4	Chord	2/4	1	1	1/32		1/32	1	1151									82
95	86	318	320	0.125		41/32	41/32	Chord	2/4	1	1	1/32		1/32	1	1152									82
95	86	2545/8	2561/8	0.125		21/16	21/16	Chord	2/4	1	1	1/32		1/32	1	1153									82
95	86	1273/4	1281/4	0.0		43/32	43/32	Tempo	2/4	1	1	0								𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	82
95	86	1273/4	1281/4	0.25		43/32	43/32	Chord	2/4	1	1	1/16		1/16	1	1154									82
95	86	637/2	641/2	0.25		45/32	45/32	Chord	2/4	1	1	1/16		1/16	1	1155									82
95	86	1275/4	1283/4	0.25		47/32	47/32	Chord	2/4	1	1	1/16		1/16	1	1156									82
95	86	319	321	0.25		49/32	49/32	Chord	2/4	1	1	1/16		1/16	1	1157									82
95	86	1277/4	1285/4	0.5		51/32	51/32	Chord	2/4	1	1	1/8		1/8	1	1158									82
95	86	1279/4	1287/4	0.5		55/32	55/32	Chord	2/4	1	1	1/8		1/8	1	1159									82
95	86	1281/4	1289/4	0.5		59/32	59/32	Chord	2/4	1	1	1/8		1/8	1	1160									82
95	86	1283/4	1291/4	0.5		63/32	63/32	Chord	2/4	1	1	1/8		1/8	1	1161									
95	86	1265/4	1273/4	2.0		27/32	27/32	Chord	2/4	2	1	1/2		1/2	1	1162									
96	87	1285/4	1293/4	0.0		0	0	StaffText	2/4	1	1	0							a Tempo						
96	87	1285/4	1293/4	0.0		0	0	Tempo	2/4	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	
96	87	1285/4	1293/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1163									83
96	87	1289/4	1297/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1164									83
96	87	1291/4	1299/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1165									
96	87	1285/4	1293/4	0.0		0	0	StaffText	2/4	2	1	0							"<font face=""Times New Roman""/><i>dolce</i>"						
96	87	1285/4	1293/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1166									
97	88	1293/4	1301/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1167									84
97	88	1297/4	1305/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1168									
97	88	1299/4	1307/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1169									
97	88	325	327	0.0		7/16	7/16	Dynamic	2/4	1	1	0					mp								
97	88	325	327	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1170									
97	88	1293/4	1301/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1171									
98	89	1301/4	1309/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1172									85
98	89	1303/4	1311/4	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1173									85
98	89	1305/4	1313/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1174									85
98	89	1307/4	1315/4	0.0		3/8	3/8	Dynamic	2/4	1	1	0					mf								
98	89	1307/4	1315/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1175									
98	89	1303/4	1311/4	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1176									
98	89	1301/4	1309/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1177									
99	90	1309/4	1317/4	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1178									86
99	90	328	330	0.0		3/16	3/16	Dynamic	2/4	1	1	0					mp								86
99	90	328	330	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1179									86
99	90	2625/8	2641/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1180									86
99	90	1313/4	1321/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1181									
99	90	1315/4	1323/4	0.0		3/8	3/8	Dynamic	2/4	1	1	0					f								
99	90	1315/4	1323/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1182									87
99	90	329	331	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1183									
99	90	1309/4	1317/4	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1184									
99	90	1309/4	1317/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1185									
100	91	1317/4	1325/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1186									
100	91	1319/4	1327/4	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1187									
100	91	1321/4	1329/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1188									
100	91	1323/4	1331/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1189									
100	91	1317/4	1325/4	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1190									
100	91	1319/4	1327/4	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1191									
100	91	1321/4	1329/4	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1192									
100	91	1323/4	1331/4	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1193									
101	92	1325/4	1333/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1194									
101	92	1331/4	1339/4	0.0		3/8	3/8	Dynamic	2/4	1	1	0					p								
101	92	1331/4	1339/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1195									88
101	92	333	335	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1196									88
101	92	1325/4	1333/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1197									
102	93	1333/4	1341/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1198									
102	93	1335/4	1343/4	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1199									
102	93	1337/4	1345/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1200									
102	93	1339/4	1347/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1201									
102	93	1333/4	1341/4	0.0		0	0	Dynamic	2/4	2	1	0					p								
102	93	1333/4	1341/4	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1202									
102	93	1335/4	1343/4	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1203									
102	93	1337/4	1345/4	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1204									
102	93	1339/4	1347/4	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1205									
103	94	1341/4	1349/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1206									
103	94	1341/4	1349/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1207									
104	95	1349/4	1357/4	0.0		0	0	Dynamic	2/4	1	1	0					f								
104	95	1349/4	1357/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1208									
104	95	1349/4	1357/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1209									
105	96	1357/4	1365/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1210									
105	96	1357/4	1365/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1211									
106	97	1365/4	1373/4	0.0		0	0	Dynamic	2/4	1	1	0					p								
106	97	1365/4	1373/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1212									
106	97	1365/4	1373/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1213									
107	98	1373/4	1381/4	0.0		0	0	Dynamic	2/4	1	1	0					pp								
107	98	1373/4	1381/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1214									89
107	98	1377/4	1385/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1215									89
107	98	1379/4	1387/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1216									
107	98	1373/4	1381/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1217									
108	99	1381/4	1389/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1218									90
108	99	1385/4	1393/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1219									
108	99	1387/4	1395/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1220									91
108	99	347	349	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1221									
108	99	1381/4	1389/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1222									
109	100	1389/4	1397/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1223									
109	100	1391/4	1399/4	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1224									
109	100	1393/4	1401/4	0.0		1/4	1/4	Dynamic	2/4	1	1	0					mf								
109	100	1393/4	1401/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1225									
109	100	1395/4	1403/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1226									
109	100	1391/4	1399/4	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1227									
109	100	1389/4	1397/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1228									
110	101	1397/4	1405/4	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1229									92
110	101	350	352	0.0		3/16	3/16	Dynamic	2/4	1	1	0					mp								92
110	101	350	352	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1230									92
110	101	1401/4	1409/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1231									
110	101	1397/4	1405/4	1.5		0	0	Chord	2/4	1	3	3/8		1/4	3/2	1232									
110	101	1397/4	1405/4	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1233									
111	102	1405/4	1413/4	0.0		0	0	Dynamic	2/4	1	1	0					f								
111	102	1405/4	1413/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1234									
111	102	1409/4	1417/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1235									
111	102	1411/4	1419/4	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1236									
111	102	1405/4	1413/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1237									
